Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
5:16	xpb3		rc://*/ta/man/translate/figs-activepassive	And all my young men were gathered there for the work	1	**There** means at the wall, and **for the work** means the work of rebuilding the wall. If it would be helpful in your language, you could say this with an active form, and you could say who did the action. Alternate translation: “I gathered all of my servants there to work on the wall”
5:17	j2af		rc://*/ta/man/translate/figs-synecdoche	Now the Jews	1	While this expression means “the Jewish people” in most of the book, in the context here and in 2:16 it seems to mean “Jewish leaders.” Nehemiah is describing some members of this people group, its leaders, as if they were the whole group. Alternate translation: “the Jewish leaders”
5:17	a1g4		rc://*/ta/man/translate/translate-unknown	and the prefects	1	See how you translated this term in [2:16](../02/16.md). Alternate translation: “city officials”
5:17	q9x7		rc://*/ta/man/translate/figs-metonymy	were 150 men at my table	1	Nehemiah is using the word **table** to refer to the act of feeding people. He is describing that act by reference to something associated with it, the table that the food was served on. Alternate translation: “every day I was responsible to feed 150 Jewish leaders and officials”
5:17	w7i4		rc://*/ta/man/translate/figs-explicit	with the ones coming to us from the nations that were around us	1	This likely refers to Jews who lived in other countries but who came to Jerusalem. Their own communities may have sent them as representatives, or they may have come on their own for business or personal reasons. Alternate translation: “and we also fed the Jewish visitors who came from other countries around us”
5:18	fa32		rc://*/ta/man/translate/figs-ellipsis	And what was made for one day was one bull, six choice sheep, and birds were made for me	1	Nehemiah seems once again to be leaving out some of the words that a sentence would ordinarily need in order to be complete. He probably means something like, “What was prepared for one day is as follows: One bull, six choice sheep, and birds; that is what was prepared for me.” You could simplify the sentence for your readers by not including “were prepared for me” again at the end. Alternate translation: “Each day I told my servants to prepare one ox, six good sheep, and various kinds of poultry”
5:18	gqe2		rc://*/ta/man/translate/figs-activepassive	And what was made for & day was one	1	If it would be helpful in your language, you could say this with an active form, and you could say who did the action. Alternate translation: “Each day I told my servants to prepare” or “Each day I told my servants to serve us the meat from”
5:18	sp6n		rc://*/ta/man/translate/translate-unknown	and birds	1	It is likely that the birds were domesticated rather than wild, and if it would be helpful to your readers, you could use a term that indicates this. Alternate translation: “and various kinds of poultry”
5:18	b1h5		rc://*/ta/man/translate/figs-ellipsis	and between ten days all kinds of wine in abundance	1	Nehemiah is once again leaving out some words that a sentence would ordinarily need to be complete. If it would be helpful in your language, you express the meaning more fully. Alternate translation: “Every ten days I also had my servants bring in an abundant supply of various kinds of wine”
5:18	mil3		rc://*/ta/man/translate/figs-idiom	and between ten days	1	This expression means “every ten days.”
5:18	b1h7			wine in abundance	1	Alternate translation: “enough wine for everyone”
5:18	b1h9			So with this I did not seek the bread of the governor	1	As in [5:14](../05/14.md), “the bread of the governor” means “the governor’s food allowance.” The implication is that, at his own expense, Nehemiah paid for all of the things he has just described. If it would be helpful in your language, you could say that explicitly. Alternate translation: “I paid for all of these things at my own expense. I did not accept the governor’s food allowance”
5:18	b1i1		rc://*/ta/man/translate/figs-abstractnouns	the bondage was heavy on this people	1	The abstract noun **bondage** refers to the way the people were struggling to survive in difficult times. If it would be helpful in your language, you could translate the idea behind it with a verb such as “struggle.” Alternate translation: “I knew that the people were struggling to survive”
5:18	b1i3		rc://*/ta/man/translate/figs-metaphor	the bondage was heavy on this people	1	Here Nehemiah is speaking of bondage or struggle as if it were a great burden that the people were carrying, making their lives very difficult. Alternate translation: “I knew that the people were struggling to survive”
