Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
6:44	zis9		rc://*/ta/man/translate/figs-explicit	to come to me	1	Here, **come** does not mean to merely come near Jesus. It means to believe in him and be his disciple. If it would be helpful in your language, you could state this explicitly. Alternate translation: “to come to be my disciple”
6:44	jb73		rc://*/ta/man/translate/guidelines-sonofgodprinciples	the Father	1	**Father** is an important title for God.
6:44	k7ld		rc://*/ta/man/translate/figs-explicit	having sent me	1	Here, this phrase refers to God. See how you translated this phrase in [5:23](../05/23.md).
6:44	rr2m			would draw him	1	Alternate translation: “would pull him” or “would drag him”
6:44	um43		rc://*/ta/man/translate/figs-gendernotations	him, & him	1	Although the pronoun **him** is masculine, Jesus uses the word here in a generic sense that includes both men and women. Alternate translation: “that person”
6:44	s6b5		rc://*/ta/man/translate/figs-idiom	will raise him up	1	See how you translated this phrase in [6:40](../06/40.md).
6:44	g2ia		rc://*/ta/man/translate/figs-explicit	on the last day	1	Here, **the last day** refers to “the day of the Lord,” which is the time when God judges everyone, Jesus returns to earth, and the bodies of those who are dead are raised from their graves. (See: [[rc://*/tw/dict/bible/kt/dayofthelord]]) See how you translated this phrase in verse [40](../06/40.md). Alternate translation: “on the day when I return and judge everyone”
6:45	j1af		rc://*/ta/man/translate/figs-activepassive	It is written in the prophets	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation, as in the UST.
6:45	jg6g		rc://*/ta/man/translate/writing-quotations	It is written in the prophets	1	Here Jesus uses **It is written** to introduce a quotation from an Old Testament book ([Isaiah 54:13](../../isa/54/13.md)). If it would be helpful in your language, you could use a comparable phrase that indicates that Jesus is quoting from an important text. Alternate translation: “It had been written by the prophets in the scriptures”
6:45	wnjr		rc://*/ta/man/translate/figs-quotesinquotes	in the prophets, ‘And all will be taught by God	1	If it would be helpful in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “in the prophets that all will be taught by God”
6:45	fken		rc://*/ta/man/translate/figs-activepassive	all will be taught by God	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “God will teach all”
6:45	orme		rc://*/ta/man/translate/guidelines-sonofgodprinciples	the Father	1	**Father** is an important title for God.
6:45	xmzr		rc://*/ta/man/translate/figs-explicit	comes to me	1	Here, **comes** does not mean to merely come near Jesus. It means to believe in him and be his disciple. If it would be helpful in your language, you could state this explicitly. Alternate translation: “comes to be my disciple”
6:46	i9mp		rc://*/ta/man/translate/guidelines-sonofgodprinciples	the Father, & has seen the Father	1	**Father** is an important title for God.
6:46	lcz8		rc://*/ta/man/translate/figs-123person	the one being from God—he has seen the Father	1	John records Jesus referring to himself in the third person. If this is confusing in your language, you can use the first person. Alternate translation: “me, the who is from God—I have seen the Father”
6:47	de5y		rc://*/ta/man/translate/figs-doublet	Truly, truly, I say to you	1	Jesus uses this phrase to emphasize the truth of the statement that follows. See how you translated this phrase in [1:51](../01/51.md).
6:47	t8lk		rc://*/ta/man/translate/figs-ellipsis	the one believing	1	John records Jesus leaving out some of the words that a clause would need in many languages to be complete. If it would be helpful in your language, you could supply these words from the context. Alternate translation: “the one believing in me” or “the one believing that I am the Messiah”
6:48	iih2		rc://*/ta/man/translate/figs-metaphor	I am the bread of life	1	See how you translated this phrase in [John 6:35](../06/35.md).
6:49	uh76		rc://*/ta/man/translate/figs-metaphor	Your fathers	1	Jesus uses **fathers** to refer to ancestors. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “Your forefathers” or “Your ancestors”
6:49	mr3u		rc://*/ta/man/translate/figs-explicit	ate the manna in the wilderness	1	See how you translated this expression in verse [31](../06/31.md).
6:50	sa53		rc://*/ta/man/translate/figs-exmetaphor	This is the bread which comes down from heaven, so that a {person} might eat from it and might not die	1	Jesus continues using the **bread** metaphor to express that one must believe in him in order to have eternal life just as one must **eat** **bread** to sustain physical life. If it would be helpful in your language, you could express this as a simile. Alternate translation: “I am this bread that comes down from heaven, just as one must eat bread to live, so must one believe in me in order to not die spiritually”
6:50	y1x9		rc://*/ta/man/translate/figs-123person	This is & it	1	John records Jesus referring to himself in the third person. If this is confusing in your language, you can use the first person. Alternate translation: “I am … me”
6:50	gse5		rc://*/ta/man/translate/figs-metaphor	the bread	1	See how you translated this term in verse [48](../06/48.md).
6:50	lfwm		rc://*/ta/man/translate/figs-metaphor	might eat from it	1	Here Jesus uses **eat** to refer to believing in him for salvation. What Jesus said plainly in verse [47](../06/47.md) he says here. If this would confuse your readers, you could express this with a simile. Alternate translation: “might believe in me as one eats bread to live”
6:50	v212		rc://*/ta/man/translate/figs-metaphor	might not die	1	Here Jesus uses **die** to refer to spiritual death, which is eternal punishment in hell that occurs after physical death. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “might not die spiritually” or “might not experience spiritual death”
