Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
2:51	h2i9		rc://*/ta/man/translate/figs-idiom	καὶ κατέβη μετ’ αὐτῶν	Then he went down with them	1	Jerusalem was on top of a mountain, so Israelites customarily spoke of going **down** when they traveled from Jerusalem to some other place. Alternate translation: “Jesus went back home with Mary and Joseph”
2:51	zl2q		rc://*/ta/man/translate/figs-activepassive	ἦν ὑποτασσόμενος αὐτοῖς	was subjected to them	1	If it would be helpful in your language, you could express this with an active form. Alternate translation: “he obeyed them” or “he was obedient to them”
2:51	ceu3		rc://*/ta/man/translate/figs-metaphor	διετήρει πάντα τὰ ῥήματα ἐν τῇ καρδίᾳ αὐτῆς	kept all these things in her heart	1	As in [2:19](../02/19.md), the **heart** here represents the thoughts and emotions. Alternate translation: “carefully remembered all these things” or “reflected carefully on what all these things meant”
2:52	gb25		rc://*/ta/man/translate/figs-abstractnouns	Ἰησοῦς προέκοπτεν τῇ σοφίᾳ, καὶ ἡλικίᾳ	Jesus was increasing in wisdom and stature	1	If it would be helpful in your language, you could translate the ideas behind the abstract nouns **wisdom** and **stature** with adjectives. These two terms refer to mental and physical growth. Alternate translation: “Jesus steadily became wiser and stronger”
2:52	y5qk		rc://*/ta/man/translate/figs-abstractnouns	χάριτι παρὰ Θεῷ καὶ ἀνθρώποις	in favor with God and men	1	If it would be helpful in your language, you could express the idea behind the abstract noun **favor** with verbs. The phrase **in favor with God and people** refers to spiritual and social growth. Alternate translation: “God blessed him more and more, and people admired him more and more”
3:intro	tkg5					0	# Luke 3 General Notes\n\n## Structure and Formatting\n\n1. John the Baptist begins preaching and baptizing (3:1–22)\n2. The list of Jesus’ ancestors (3:23–38)\n\nSome translations set each line of poetry farther to the right than the rest of the text to make it easier to read. ULT does this with the poetry in 3:4–6, which Luke is quoting from the Old Testament about John the Baptist.\n\n## Religious and Cultural Concepts in This Chapter\n\n### Justice\n\nJohn’s instructions to the soldiers and tax collectors in Luke 3:12–15 are things that a person who wanted to live rightly would find reasonable and willingly do. (See: [[rc://*/tw/dict/bible/kt/justice]] and Luke [3:12–15](./12.md))\n\n### Genealogy\n\nA genealogy is a list that records a person’s ancestors or descendants. Such lists were very important in determining who had the right be king, because the king’s authority was usually passed down or inherited from his father. It was also common for other important people to have a recorded genealogy.\n\n## Translation Issues in This Chapter\n\n### Metaphor\n\nProphecy often involves the use of metaphors to express its meaning. Spiritual discernment is needed for proper interpretation of the prophecy. The prophecy that Luke quotes in 3:4–6 from Isaiah 40:3–5 is an extended metaphor that describes the ministry of John the Baptist. See the individual notes to 3:4–6 for recommendations about how to translate this passage. (See: [[rc://*/tw/dict/bible/kt/prophet]] and [[rc://*/ta/man/translate/figs-metaphor]])\n\n## Translation Issues in This Chapter\n\n### “Herod locked up John in prison”\n\nThis statement could cause confusion because Luke says that John was imprisoned, and then he implies that John was still able to baptize Jesus. But Luke makes this statement in anticipation of Herod’s imprisonment of John. It describes something that was still in the future at the time of the other events in the narrative. See the first note to 3:19 for a further explanation.
3:1	l167		rc://*/ta/man/translate/writing-newevent	ἐν ἔτει δὲ πεντεκαιδεκάτῳ τῆς ἡγεμονίας Τιβερίου Καίσαρος	And in the fifteenth year of the reign of Tiberius Caesar	1	This verse and the beginning of the next one are an extended time reference that introduces a new event. If it would be helpful to your readers, you could state that explicitly. Alternate translation: “Everything that the angels and inspired people had said about John and Jesus began to come true during the fifteenth year of the reign of Tiberius Caesar”
3:1	l168		rc://*/ta/man/translate/translate-ordinal	ἐν ἔτει δὲ πεντεκαιδεκάτῳ	And in the fifteenth year	1	If your language does not use ordinal numbers, you can use a cardinal number here. Alternate translation: “in year 15”
3:1	l169		rc://*/ta/man/translate/writing-participants	Τιβερίου Καίσαρος	of Tiberius Caesar	1	As in [2:1](../02/01.md), **Caesar** is the title of the emperor of the Roman Empire. If it would be helpful to your readers, you could express this explicitly. Alternate translation: “King Tiberius, who ruled the Roman Empire”
3:1	l170		rc://*/ta/man/translate/translate-names	Τιβερίου	of Tiberius	1	**Tiberius** is the name of a man.
3:1	v22w		rc://*/ta/man/translate/translate-names	Ποντίου Πειλάτου & Ἡρῴδου & Φιλίππου & Λυσανίου	Pontius Pilate & Herod & Philip & Lysanias	1	These are the names of men. Here, the **Herod** mentioned is not the same one as in [1:5](../01/05.md). Rather, it is his son. Luke makes further mention of him many times in this book.
3:1	uv8h		rc://*/ta/man/translate/translate-names	τῆς Ἰουδαίας & τῆς Γαλιλαίας & τῆς Ἰτουραίας καὶ Τραχωνίτιδος & τῆς Ἀβειληνῆς	Judea, & of Galilee, & of Ituraea and Trachonitis, & of Abilene	1	These are names of territories. Like **Galilee**, the name **Judea** occurs many times in this book.
3:1	l171		rc://*/ta/man/translate/translate-unknown	τετραρχοῦντος	being tetrarch	1	In the Roman Empire, a **tetrarch** was the governor of one of four divisions of a country or province. If it would be helpful in your language, you could use a general term. Alternate translation: “ruler”
3:2	d3m8		rc://*/ta/man/translate/figs-explicit	ἐπὶ ἀρχιερέως Ἅννα καὶ Καϊάφα	during the high priesthood of Annas and Caiaphas	1	Usually there would only have been one high priest, but at this point the Romans were appointing the high priests for Judea, and there had been some intrigue surrounding **Annas**. One Roman official had appointed him some years earlier, but ten years after that, another official deposed him and named his son-in-law **Caiaphas** high priest instead. However, the Jews still recognized Annas’ claim to the position. It would probably be best to state the matter as simply as possible for your readers. Alternate translation: “while Annas and Caiaphas were both serving as the high priest”
3:2	dg8p		rc://*/ta/man/translate/figs-personification	ἐγένετο ῥῆμα Θεοῦ	the word of God came	1	Luke speaks of God’s message as if it were a living thing that could come to a person at God's bidding. Alternate translation: “God gave a message”
3:2	l172		rc://*/ta/man/translate/figs-metonymy	ἐγένετο ῥῆμα Θεοῦ	the word of God came	1	The term **word** describes the message that God gave John to say by using words. Alternate translation: “God gave a message”
3:3	l173		rc://*/ta/man/translate/grammar-connect-logic-result	καὶ	And	1	Luke uses the word **And** to introduce the results of what the previous sentence described. Alternate translation: “As a result”
3:3	w2pu		rc://*/ta/man/translate/figs-abstractnouns	κηρύσσων βάπτισμα μετανοίας εἰς ἄφεσιν ἁμαρτιῶν	preaching a baptism of repentance for forgiveness of sins	1	If it would be helpful in your language, you could translate the ideas behind the abstract nouns **baptism**, **repentance**, and **forgiveness** with other phrases. Alternate translation: “preaching that people should let him immerse them in the river to show that they wanted to live a new life and that they wanted God to forgive their sins”
